age,workclass,education_level,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48, Federal-gov, Bachelors,13.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,58.0, United-States,>50K
39, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
50, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,65.0, United-States,>50K
38, State-gov, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
39, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
54, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,15024.0,0.0,52.0, United-States,>50K
50, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103.0,0.0,40.0, United-States,>50K
42, Private, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,44.0, United-States,>50K
33, Private, Assoc-voc,11.0, Married-civ-spouse, Tech-support, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
48, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
44, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,60.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,50.0, United-States,>50K
53, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Canada,>50K
30, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
52, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
49, Local-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,47.0, United-States,>50K
49, Private, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,80.0, United-States,>50K
35, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1977.0,80.0, United-States,>50K
38, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
37, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
48, State-gov, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1902.0,46.0, United-States,>50K
43, State-gov, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
41, Local-gov, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
42, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,52.0, United-States,>50K
41, Federal-gov, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
44, Self-emp-not-inc, Bachelors,13.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
29, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,1977.0,25.0, United-States,>50K
45, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
34, Self-emp-not-inc, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,25.0, United-States,>50K
41, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,3103.0,0.0,40.0, United-States,>50K
35, Self-emp-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,45.0, Mexico,>50K
33, Private, Bachelors,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,45.0, United-States,>50K
58, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
35, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
31, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, Jamaica,>50K
46, Self-emp-not-inc, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
35, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,60.0, United-States,>50K
33, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,44.0, United-States,>50K
61, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
50, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
46, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
28, State-gov, Masters,14.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
33, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
54, Private, Assoc-acdm,12.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
50, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,1977.0,40.0, United-States,>50K
65, Private, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,10605.0,0.0,20.0, United-States,>50K
25, Private, Masters,14.0, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0.0,0.0,99.0, United-States,>50K
50, State-gov, HS-grad,9.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
40, Private, Bachelors,13.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,45.0, United-States,>50K
48, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
45, Federal-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0.0,0.0,80.0, United-States,>50K
30, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
44, Private, Bachelors,13.0, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
61, Self-emp-inc, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,42.0, United-States,>50K
44, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Sales, Husband, White, Male,5178.0,0.0,60.0, United-States,>50K
54, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,45.0, United-States,>50K
48, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7688.0,0.0,40.0, United-States,>50K
38, Private, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
45, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
36, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
46, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,40.0, United-States,>50K
35, Private, Masters,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,45.0, United-States,>50K
65, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,59.0, United-States,>50K
54, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,60.0, United-States,>50K
51, Self-emp-inc, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
57, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
43, Federal-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
53, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,48.0, United-States,>50K
38, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
51, Local-gov, Bachelors,13.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
46, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,1977.0,40.0, United-States,>50K
67, Private, Bachelors,13.0, Married-civ-spouse, Protective-serv, Husband, White, Male,6514.0,0.0,7.0, United-States,>50K
42, Federal-gov, Assoc-acdm,12.0, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines,>50K
50, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178.0,0.0,40.0, United-States,>50K
47, Self-emp-not-inc, Bachelors,13.0, Married-civ-spouse, Sales, Husband, White, Male,15024.0,0.0,50.0, United-States,>50K
58, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
37, Private, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,43.0, United-States,>50K
49, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
32, Private, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,50.0, Canada,>50K
35, Private, Doctorate,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,40.0, United-States,>50K
41, State-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
48, Private, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
27, Private, HS-grad,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
55, Private, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,24.0, United-States,>50K
39, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
52, Private, HS-grad,9.0, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0.0,0.0,40.0, India,>50K
51, Private, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
40, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
61, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, Germany,>50K
34, Private, Some-college,10.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
32, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688.0,0.0,50.0, United-States,>50K
61, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,1848.0,60.0, United-States,>50K
52, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
52, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999.0,0.0,40.0, Japan,>50K
65, Private, Masters,14.0, Married-civ-spouse, Sales, Husband, White, Male,20051.0,0.0,40.0, United-States,>50K
40, Self-emp-not-inc, Some-college,10.0, Divorced, Exec-managerial, Other-relative, White, Male,0.0,1564.0,70.0, Iran,>50K
42, Private, 10th,6.0, Never-married, Transport-moving, Unmarried, White, Male,0.0,0.0,40.0, United-States,>50K
50, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
24, Private, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
39, Local-gov, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Wife, White, Female,0.0,0.0,50.0, United-States,>50K
39, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
53, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
31, Private, Bachelors,13.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,90.0, United-States,>50K
31, Private, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
45, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386.0,0.0,35.0, United-States,>50K
57, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,1887.0,40.0, United-States,>50K
32, Private, Assoc-voc,11.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,>50K
36, Federal-gov, Assoc-acdm,12.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,40.0, United-States,>50K
47, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
36, Private, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
56, Self-emp-not-inc, HS-grad,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,1902.0,60.0, United-States,>50K
51, Private, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
44, Self-emp-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
49, Self-emp-inc, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
46, Private, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,60.0, United-States,>50K
41, Self-emp-inc, Prof-school,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,>50K
48, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688.0,0.0,40.0, United-States,>50K
30, Private, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,>50K
39, Private, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
40, Private, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298.0,0.0,36.0, United-States,>50K
61, Private, Prof-school,15.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,5.0, United-States,>50K
58, Private, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
53, Self-emp-inc, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,99999.0,0.0,40.0, United-States,>50K
43, Local-gov, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
37, Private, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,60.0, United-States,>50K
45, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
53, State-gov, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024.0,0.0,35.0, United-States,>50K
28, Self-emp-inc, 11th,7.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
32, Private, 11th,7.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,43.0, United-States,>50K
36, Self-emp-not-inc, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,55.0, United-States,>50K
37, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,80.0, United-States,>50K
64, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024.0,0.0,55.0, United-States,>50K
30, Self-emp-not-inc, Assoc-voc,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,65.0, United-States,>50K
37, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,35.0, United-States,>50K
59, Self-emp-inc, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, England,>50K
46, Private, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,58.0, United-States,>50K
52, Private, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,50.0, United-States,>50K
40, Private, 10th,6.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
48, Private, Masters,14.0, Divorced, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States,>50K
49, Private, 10th,6.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,42.0, United-States,>50K
41, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1887.0,50.0, United-States,>50K
44, Private, Assoc-acdm,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1848.0,40.0, United-States,>50K
26, Private, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,>50K
39, Private, HS-grad,9.0, Divorced, Adm-clerical, Not-in-family, White, Male,10520.0,0.0,40.0, United-States,>50K
40, Private, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,>50K
33, Private, HS-grad,9.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,60.0, United-States,>50K
57, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0.0,0.0,40.0, United-States,>50K
36, Private, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,30.0, United-States,>50K
45, Private, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,36.0, England,>50K
54, Private, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,>50K
